,msg1,msg2,msgid,nsavetime
3996,NSR,info,71193,1515427412
3997,NSR,info,71193,1515427412
3998,NSR,info,71193,1515427412
3999,NSR,info,71193,1515427412
4000,NSR,info,71193,1515427412
4001,NSR,info,71193,1515427412
4002,NSR,info,71193,1515427412
4003,NSR,info,71193,1515427412
4004,NSR,info,71193,1515427412
4005,NSR,info,71193,1515427412
4006,NSR,info,71193,1515427412
4007,NSR,info,71193,1515427412
4008,NSR,info,71193,1515427412
4009,NSR,info,71193,1515427412
4010,NSR,info,71193,1515427412
4011,NSR,info,71193,1515427412
4012,NSR,info,71193,1515427412
4013,NSR,info,71193,1515427412
4014,NSR,info,71193,1515427412
4015,NSR,info,71193,1515427412
4016,NSR,info,71193,1515427412
4017,NSR,info,71193,1515427412
4018,NSR,info,71193,1515427412
4019,NSR,info,71193,1515427412
4020,NSR,info,71193,1515427412
4021,NSR,info,71193,1515427412
4022,NSR,info,71193,1515427412
4023,NSR,info,71193,1515427412
4024,NSR,info,71193,1515427412
4025,NSR,info,71193,1515427412
4026,NSR,info,71193,1515427412
4027,NSR,info,71193,1515427412
4028,NSR,info,71193,1515427412
4029,NSR,info,71193,1515427412
4030,NSR,info,71193,1515427412
4031,NSR,info,71193,1515427412
4032,NSR,info,71193,1515427412
4033,NSR,info,71193,1515427412
4034,NSR,info,71193,1515427412
4035,NSR,info,71193,1515427412
4036,NSR,info,71193,1515427412
4037,NSR,info,71193,1515427412
4038,NSR,info,71193,1515427412
4039,NSR,info,71193,1515427412
4040,NSR,info,71193,1515427412
4041,NSR,info,71193,1515427412
4042,NSR,info,71193,1515427412
4043,NSR,info,71193,1515427412
4044,NSR,info,71193,1515427412
4045,NSR,info,71193,1515427412
4046,NSR,info,71193,1515427412
4047,NSR,info,71193,1515427412
4048,NSR,info,71193,1515427412
4049,NSR,info,71193,1515427412
4050,NSR,info,71193,1515427412
4051,NSR,info,71193,1515427412
4052,NSR,info,71193,1515427412
4053,NSR,info,71193,1515427412
4054,NSR,info,71193,1515427412
4055,NSR,info,71193,1515427412
4056,NSR,info,71193,1515427412
4057,NSR,info,71193,1515427412
4058,NSR,info,71193,1515427412
4059,NSR,info,71193,1515427412
4060,NSR,info,71193,1515427412
4061,NSR,info,71193,1515427412
4062,NSR,info,71193,1515427412
4063,NSR,info,71193,1515427412
4064,NSR,info,71193,1515427412
4065,NSR,info,71193,1515427412
4066,NSR,info,71193,1515427412
4067,NSR,info,71193,1515427412
4068,NSR,info,71193,1515427412
4069,NSR,info,71193,1515427412
4070,NSR,info,71193,1515427412
4071,NSR,info,71193,1515427412
4072,NSR,info,71193,1515427412
4073,NSR,info,71193,1515427412
4074,NSR,info,71193,1515427412
4075,NSR,info,71193,1515427412
4076,NSR,info,71193,1515427412
4077,NSR,info,71193,1515427412
4078,NSR,info,71193,1515427412
4079,NSR,info,71193,1515427412
4080,NSR,info,71193,1515427412
4081,NSR,info,71193,1515427412
4082,NSR,info,71193,1515427412
4083,NSR,info,71193,1515427412
4084,NSR,info,71193,1515427412
4085,NSR,info,71193,1515427412
4086,NSR,info,71193,1515427412
4087,NSR,info,71193,1515427412
4088,NSR,info,71193,1515427412
4089,NSR,info,71193,1515427412
4090,NSR,info,71193,1515427412
4091,NSR,info,71193,1515427412
4092,NSR,info,71193,1515427412
4093,NSR,info,71193,1515427412
4094,NSR,info,71193,1515427412
4095,NSR,info,71193,1515427412
4096,NSR,info,71193,1515427412
4097,NSR,info,71193,1515427412
4098,NSR,info,71193,1515427412
4099,NSR,info,71193,1515427412
4100,NSR,info,71193,1515427412
4101,NSR,info,71193,1515427412
4102,NSR,info,71193,1515427412
4103,NSR,info,71193,1515427412
4104,NSR,info,71193,1515427412
4105,NSR,info,71193,1515427412
4106,NSR,info,71193,1515427412
4107,NSR,info,71193,1515427412
4108,NSR,info,71193,1515427412
4109,NSR,info,71193,1515427412
4110,NSR,info,71193,1515427412
4111,NSR,info,71193,1515427412
4112,NSR,info,71193,1515427412
4113,NSR,info,71193,1515427412
4114,NSR,info,71193,1515427412
4115,NSR,info,71193,1515427412
4116,NSR,info,71193,1515427412
4117,NSR,info,71193,1515427412
4118,NSR,info,71193,1515427412
4119,NSR,info,71193,1515427412
4120,NSR,info,71193,1515427412
4121,NSR,info,71193,1515427412
4122,NSR,info,71193,1515427412
4123,NSR,info,71193,1515427412
4124,NSR,info,71193,1515427412
4125,NSR,info,71193,1515427412
4126,NSR,info,71193,1515427412
4127,NSR,info,71193,1515427412
4128,NSR,info,71193,1515427412
4129,NSR,info,71193,1515427412
4130,NSR,info,71193,1515427412
4131,NSR,info,71193,1515427412
4132,NSR,info,71193,1515427412
4133,NSR,info,71193,1515427412
4134,NSR,info,71193,1515427412
4135,NSR,info,71193,1515427412
4136,NSR,info,71193,1515427412
4137,NSR,info,71193,1515427412
4138,NSR,info,71193,1515427412
4139,NSR,info,71193,1515427412
4140,NSR,info,71193,1515427412
4141,NSR,info,71193,1515427412
4142,NSR,info,71193,1515427412
4143,NSR,info,71193,1515427412
4144,NSR,info,71193,1515427412
4145,NSR,info,71193,1515427412
4146,NSR,info,71193,1515427412
4147,NSR,info,71193,1515427412
4148,NSR,info,71193,1515427412
4149,NSR,info,71193,1515427412
4150,NSR,info,71193,1515427412
4151,NSR,info,71193,1515427412
4152,NSR,info,71193,1515427412
4153,NSR,info,71193,1515427412
4154,NSR,info,71193,1515427412
4155,NSR,info,71193,1515427412
4156,NSR,info,71193,1515427412
4157,NSR,info,71193,1515427412
4158,NSR,info,71193,1515427412
4159,NSR,info,71193,1515427412
4160,NSR,info,71193,1515427412
4161,NSR,info,71193,1515427412
4162,NSR,info,71193,1515427412
4163,NSR,info,71193,1515427412
4164,NSR,info,71193,1515427412
4165,NSR,info,71193,1515427412
4166,NSR,info,71193,1515427412
4167,NSR,info,71193,1515427412
4168,NSR,info,71193,1515427412
4169,NSR,info,71193,1515427412
4170,NSR,info,71193,1515427412
4171,NSR,info,71193,1515427412
4172,NSR,info,71193,1515427412
4173,NSR,info,71193,1515427412
4174,NSR,info,71193,1515427412
4175,NSR,info,71193,1515427412
4176,NSR,info,71193,1515427412
4177,NSR,info,71193,1515427412
4178,NSR,info,71193,1515427412
4179,NSR,info,71193,1515427412
4180,NSR,info,71193,1515427412
4181,NSR,info,71193,1515427412
4182,NSR,info,71193,1515427412
4183,NSR,info,71193,1515427412
4184,NSR,info,71193,1515427412
4185,NSR,info,71193,1515427412
4186,NSR,info,71193,1515427412
4187,NSR,info,71193,1515427412
4188,NSR,info,71193,1515427412
4189,NSR,info,71193,1515427412
4190,NSR,info,71193,1515427412
4191,NSR,info,71193,1515427412
4192,NSR,info,71193,1515427412
4193,NSR,info,71193,1515427412
4194,NSR,info,71193,1515427412
4195,NSR,info,71193,1515427412
4196,NSR,info,71193,1515427412
4197,NSR,info,71193,1515427412
4198,NSR,info,71193,1515427412
4199,NSR,info,71193,1515427412
4200,NSR,info,71193,1515427412
4201,NSR,info,71193,1515427412
4202,NSR,info,71193,1515427412
4203,NSR,info,71193,1515427412
4204,NSR,info,71193,1515427412
4205,NSR,info,71193,1515427412
4206,NSR,info,71193,1515427412
4207,NSR,info,71193,1515427412
4208,NSR,info,71193,1515427412
4209,NSR,info,71193,1515427412
4210,NSR,info,71193,1515427412
4211,NSR,info,71193,1515427412
4212,NSR,info,71193,1515427412
4213,NSR,info,71193,1515427412
4214,NSR,info,71193,1515427412
4215,NSR,info,71193,1515427412
4216,NSR,info,71193,1515427412
4217,NSR,info,71193,1515427412
4218,NSR,info,71193,1515427412
4219,NSR,info,71193,1515427412
4220,NSR,info,71193,1515427412
4221,NSR,info,71193,1515427412
4222,NSR,info,71193,1515427412
4223,NSR,info,71193,1515427412
4224,NSR,info,71193,1515427412
4225,NSR,info,71193,1515427412
4226,NSR,info,71193,1515427412
4227,NSR,info,71193,1515427412
4228,NSR,info,71193,1515427412
4229,NSR,info,71193,1515427412
4230,NSR,info,71193,1515427412
4231,NSR,info,71193,1515427412
4232,NSR,info,71193,1515427412
4233,NSR,info,71193,1515427412
4234,NSR,info,71193,1515427412
4235,NSR,info,71193,1515427412
4236,NSR,info,71193,1515427412
4237,NSR,info,71193,1515427412
4238,NSR,info,71193,1515427412
4239,NSR,info,71193,1515427412
4240,NSR,info,71193,1515427412
4241,NSR,info,71193,1515427412
4242,NSR,info,71193,1515427412
4243,NSR,info,71193,1515427412
4244,NSR,info,71193,1515427412
4245,NSR,info,71193,1515427412
4246,NSR,info,71193,1515427412
4247,NSR,info,71193,1515427412
4248,NSR,info,71193,1515427412
4249,NSR,info,71193,1515427412
4250,NSR,info,71193,1515427412
4251,NSR,info,71193,1515427412
4252,NSR,info,71193,1515427412
4253,NSR,info,71193,1515427412
4254,NSR,info,71193,1515427412
4255,NSR,info,71193,1515427412
4256,NSR,info,71193,1515427412
4257,NSR,info,71193,1515427412
4258,NSR,info,71193,1515427412
4259,NSR,info,71193,1515427412
4260,NSR,info,71193,1515427412
4261,NSR,info,71193,1515427412
4262,NSR,info,71193,1515427412
4263,NSR,info,71193,1515427412
4264,NSR,info,71193,1515427412
4265,NSR,info,71193,1515427412
4266,NSR,info,71193,1515427412
4267,NSR,info,71193,1515427412
4268,NSR,info,71193,1515427412
4269,NSR,info,71193,1515427412
4270,NSR,info,71193,1515427412
4271,NSR,info,71193,1515427412
4272,NSR,info,71193,1515427412
4273,NSR,info,71193,1515427412
4274,NSR,info,71193,1515427412
4275,NSR,info,71193,1515427412
4276,NSR,info,71193,1515427412
4277,NSR,info,71193,1515427412
4278,NSR,info,71193,1515427412
4279,NSR,info,71193,1515427412
4280,NSR,info,71193,1515427412
4281,NSR,info,71193,1515427412
4282,NSR,info,71193,1515427412
4283,NSR,info,71193,1515427412
4284,NSR,info,71193,1515427412
4285,NSR,info,71193,1515427412
4286,NSR,info,71193,1515427412
4287,NSR,info,71193,1515427412
4288,NSR,info,71193,1515427412
4289,NSR,info,71193,1515427412
4290,NSR,info,71193,1515427412
4291,NSR,info,71193,1515427412
4292,NSR,info,71193,1515427412
4293,NSR,info,71193,1515427412
4294,NSR,info,71193,1515427412
4295,NSR,info,71193,1515427412
4296,NSR,info,71193,1515427412
4297,NSR,info,71193,1515427412
4298,NSR,info,71193,1515427412
4299,NSR,info,71193,1515427412
4300,NSR,info,71193,1515427412
4301,NSR,info,71193,1515427412
4302,NSR,info,71193,1515427412
4303,NSR,info,71193,1515427412
4304,NSR,info,71193,1515427412
4305,NSR,info,71193,1515427412
4306,NSR,info,71193,1515427412
4307,NSR,info,71193,1515427412
4308,NSR,info,71193,1515427412
4309,NSR,info,71193,1515427412
4310,NSR,info,71193,1515427412
4311,NSR,info,71193,1515427412
4312,NSR,info,71193,1515427412
4313,NSR,info,71193,1515427412
4314,NSR,info,71193,1515427412
4315,NSR,info,71193,1515427412
4316,NSR,info,71193,1515427412
4317,NSR,info,71193,1515427412
4318,NSR,info,71193,1515427412
4319,NSR,info,71193,1515427412
4320,NSR,info,71193,1515427412
4321,NSR,info,71193,1515427412
4322,NSR,info,71193,1515427412
4323,NSR,info,71193,1515427412
4324,NSR,info,71193,1515427412
4325,NSR,info,71193,1515427412
4326,NSR,info,71193,1515427412
4327,NSR,info,71193,1515427412
4328,NSR,info,71193,1515427412
4329,NSR,info,71193,1515427412
4330,NSR,info,71193,1515427412
4331,NSR,info,71193,1515427412
4332,NSR,info,71193,1515427412
4333,NSR,info,71193,1515427412
4334,NSR,info,71193,1515427420
4335,NSR,info,71193,1515427420
4336,NSR,info,71193,1515427420
4337,NSR,info,71193,1515427420
4338,NSR,info,71193,1515427420
4339,NSR,info,71193,1515427420
4340,NSR,info,71193,1515427420
4341,NSR,info,71193,1515427420
4342,NSR,info,71193,1515427420
4343,NSR,info,71193,1515427420
4344,NSR,info,71193,1515427420
4345,NSR,info,71193,1515427420
4346,NSR,info,71193,1515427420
4347,NSR,info,71193,1515427420
4348,NSR,info,71193,1515427420
4349,NSR,info,71193,1515427420
4350,NSR,info,71193,1515427420
4351,NSR,info,71193,1515427420
4352,NSR,info,71193,1515427420
4353,NSR,info,71193,1515427420
4354,NSR,info,71193,1515427420
4355,NSR,info,71193,1515427420
4356,NSR,info,71193,1515427420
4357,NSR,info,71193,1515427420
4358,NSR,info,71193,1515427420
4359,NSR,info,71193,1515427420
4360,NSR,info,71193,1515427420
4361,NSR,info,71193,1515427420
4362,NSR,info,71193,1515427420
4363,NSR,info,71193,1515427420
4364,NSR,info,71193,1515427420
4365,NSR,info,71193,1515427420
4366,NSR,info,71193,1515427420
4367,NSR,info,71193,1515427420
4368,NSR,info,71193,1515427420
4369,NSR,info,71193,1515427420
4370,NSR,info,71193,1515427420
4371,NSR,info,71193,1515427420
4372,NSR,info,71193,1515427420
4373,NSR,info,71193,1515427420
4374,NSR,info,71193,1515427420
4375,NSR,info,71193,1515427420
4376,NSR,info,71193,1515427420
4377,NSR,info,71193,1515427420
4378,NSR,info,71193,1515427420
4379,NSR,info,71193,1515427420
4380,NSR,info,71193,1515427420
4381,NSR,info,71193,1515427420
4382,NSR,info,71193,1515427420
4383,NSR,info,71193,1515427420
4384,NSR,info,71193,1515427420
4385,NSR,info,71193,1515427420
4386,NSR,info,71193,1515427420
4387,NSR,info,71193,1515427420
4388,NSR,info,71193,1515427420
4389,NSR,info,71193,1515427420
4390,NSR,info,71193,1515427420
4391,NSR,info,71193,1515427420
4392,NSR,info,71193,1515427420
4393,NSR,info,71193,1515427420
4394,NSR,info,71193,1515427420
4395,NSR,info,71193,1515427420
4396,NSR,info,71193,1515427420
4397,NSR,info,71193,1515427420
4398,NSR,info,71193,1515427420
4399,NSR,info,71193,1515427420
4400,NSR,info,71193,1515427420
4401,NSR,info,71193,1515427420
4402,NSR,info,71193,1515427420
4403,NSR,info,71193,1515427420
4404,NSR,info,71193,1515427420
4405,NSR,info,71193,1515427420
4406,NSR,info,71193,1515427420
4407,NSR,info,71193,1515427420
4408,NSR,info,71193,1515427420
4409,NSR,info,71193,1515427420
4410,NSR,info,71193,1515427420
4411,NSR,info,71193,1515427420
4412,NSR,info,71193,1515427420
4413,NSR,info,71193,1515427420
4414,NSR,info,71193,1515427420
4415,NSR,info,71193,1515427420
4416,NSR,info,71193,1515427420
4417,NSR,info,71193,1515427420
4418,NSR,info,71193,1515427420
4419,NSR,info,71193,1515427420
4420,NSR,info,71193,1515427420
4421,NSR,info,71193,1515427420
4422,NSR,info,71193,1515427420
4423,NSR,info,71193,1515427420
4424,NSR,info,71193,1515427420
4425,NSR,info,71193,1515427420
4426,NSR,info,71193,1515427420
4427,NSR,info,71193,1515427420
4428,NSR,info,71193,1515427420
4429,NSR,info,71193,1515427420
4430,NSR,info,71193,1515427420
4431,NSR,info,71193,1515427420
4432,NSR,info,71193,1515427420
4433,NSR,info,71193,1515427420
4434,NSR,info,71193,1515427420
4435,NSR,info,71193,1515427420
4436,NSR,info,71193,1515427420
4437,NSR,info,71193,1515427420
4438,NSR,info,71193,1515427420
4439,NSR,info,71193,1515427420
4440,NSR,info,71193,1515427420
4441,NSR,info,71193,1515427420
4442,NSR,info,71193,1515427420
4443,NSR,info,71193,1515427420
4444,NSR,info,71193,1515427420
4445,NSR,info,71193,1515427420
4446,NSR,info,71193,1515427420
4447,NSR,info,71193,1515427420
4448,NSR,info,71193,1515427420
4449,NSR,info,71193,1515427420
4450,NSR,info,71193,1515427420
4451,NSR,info,71193,1515427420
4452,NSR,info,71193,1515427420
4453,NSR,info,71193,1515427420
4454,NSR,info,71193,1515427420
4455,NSR,info,71193,1515427420
4456,NSR,info,71193,1515427420
4457,NSR,info,71193,1515427420
4458,NSR,info,71193,1515427420
4459,NSR,info,71193,1515427420
4460,NSR,info,71193,1515427420
4461,NSR,info,71193,1515427420
4462,NSR,info,71193,1515427420
4463,NSR,info,71193,1515427420
4464,NSR,info,71193,1515427420
4465,NSR,info,71193,1515427420
4466,NSR,info,71193,1515427420
4467,NSR,info,71193,1515427420
4468,NSR,info,71193,1515427420
4469,NSR,info,71193,1515427420
4470,NSR,info,71193,1515427420
4471,NSR,info,71193,1515427420
4472,NSR,info,71193,1515427420
4473,NSR,info,71193,1515427420
4474,NSR,info,71193,1515427420
4475,NSR,info,71193,1515427420
4476,NSR,info,71193,1515427420
4477,NSR,info,71193,1515427420
4478,NSR,info,71193,1515427420
4479,NSR,info,71193,1515427420
4480,NSR,info,71193,1515427420
4481,NSR,info,71193,1515427420
4482,NSR,info,71193,1515427420
4483,NSR,info,71193,1515427420
4484,NSR,info,71193,1515427420
4485,NSR,info,71193,1515427420
4486,NSR,info,71193,1515427420
4487,NSR,info,71193,1515427420
4488,NSR,info,71193,1515427420
4489,NSR,info,71193,1515427420
4490,NSR,info,71193,1515427420
4491,NSR,info,71193,1515427420
4492,NSR,info,71193,1515427420
4493,NSR,info,71193,1515427420
4494,NSR,info,71193,1515427420
4495,NSR,info,71193,1515427420
4496,NSR,info,71193,1515427420
4497,NSR,info,71193,1515427420
4498,NSR,info,71193,1515427420
4499,NSR,info,71193,1515427420
4500,NSR,info,71193,1515427420
4501,NSR,info,71193,1515427420
4502,NSR,info,71193,1515427420
4503,NSR,info,71193,1515427420
4504,NSR,info,71193,1515427420
4505,NSR,info,71193,1515427420
4506,NSR,info,71193,1515427420
4507,NSR,info,71193,1515427420
4508,NSR,info,71193,1515427420
4509,NSR,info,71193,1515427420
4510,NSR,info,71193,1515427420
4511,NSR,info,71193,1515427420
4512,NSR,info,71193,1515427420
4513,NSR,info,71193,1515427420
4514,NSR,info,71193,1515427420
4515,NSR,info,71193,1515427420
4516,NSR,info,71193,1515427420
4517,NSR,info,71193,1515427420
4518,NSR,info,71193,1515427420
4519,NSR,info,71193,1515427420
4520,NSR,info,71193,1515427420
4521,NSR,info,71193,1515427420
4522,NSR,info,71193,1515427420
4523,NSR,info,71193,1515427420
4524,NSR,info,71193,1515427420
4525,NSR,info,71193,1515427420
4526,NSR,info,71193,1515427420
4527,NSR,info,71193,1515427420
4528,NSR,info,71193,1515427420
4529,NSR,info,71193,1515427420
4530,NSR,info,71193,1515427420
4531,NSR,info,71193,1515427420
4532,NSR,info,71193,1515427420
4533,NSR,info,71193,1515427420
4534,NSR,info,71193,1515427420
4535,NSR,info,71193,1515427420
4536,NSR,info,71193,1515427420
4537,NSR,info,71193,1515427420
4538,NSR,info,71193,1515427420
4539,NSR,info,71193,1515427420
4540,NSR,info,71193,1515427420
4541,NSR,info,71193,1515427420
4542,NSR,info,71193,1515427420
4543,NSR,info,71193,1515427420
4544,NSR,info,71193,1515427420
4545,NSR,info,71193,1515427420
4546,NSR,info,71193,1515427420
4547,NSR,info,71193,1515427420
4548,NSR,info,71193,1515427420
4549,NSR,info,71193,1515427420
4550,NSR,info,71193,1515427420
4551,NSR,info,71193,1515427420
4552,NSR,info,71193,1515427420
4553,NSR,info,71193,1515427420
4554,NSR,info,71193,1515427420
4555,NSR,info,71193,1515427420
4556,NSR,info,71193,1515427420
4557,NSR,info,71193,1515427420
4558,NSR,info,71193,1515427420
4559,NSR,info,71193,1515427420
4560,NSR,info,71193,1515427420
4561,NSR,info,71193,1515427420
4562,NSR,info,71193,1515427420
4563,NSR,info,71193,1515427420
4564,NSR,info,71193,1515427420
4565,NSR,info,71193,1515427420
4566,NSR,info,71193,1515427420
4567,NSR,info,71193,1515427420
4568,NSR,info,71193,1515427420
4569,NSR,info,71193,1515427420
4570,NSR,info,71193,1515427420
4571,NSR,info,71193,1515427420
4572,NSR,info,71193,1515427420
4573,NSR,info,71193,1515427420
4574,NSR,info,71193,1515427420
4575,NSR,info,71193,1515427420
4576,NSR,info,71193,1515427420
4577,NSR,info,71193,1515427420
4578,NSR,info,71193,1515427420
4579,NSR,info,71193,1515427420
4580,NSR,info,71193,1515427420
4581,NSR,info,71193,1515427420
4582,NSR,info,71193,1515427420
4583,NSR,info,71193,1515427420
4584,NSR,info,71193,1515427420
4585,NSR,info,71193,1515427420
4586,NSR,info,71193,1515427420
4587,NSR,info,71193,1515427420
4588,NSR,info,71193,1515427420
4589,NSR,info,71193,1515427420
4590,NSR,info,71193,1515427420
4591,NSR,info,71193,1515427420
4592,NSR,info,71193,1515427420
4593,NSR,info,71193,1515427420
4594,NSR,info,71193,1515427420
4595,NSR,info,71193,1515427420
4596,NSR,info,71193,1515427420
4597,NSR,info,71193,1515427420
4598,NSR,info,71193,1515427420
4599,NSR,info,71193,1515427420
4600,NSR,info,71193,1515427420
4601,NSR,info,71193,1515427420
4602,NSR,info,71193,1515427420
4603,NSR,info,71193,1515427420
4604,NSR,info,71193,1515427420
4605,NSR,info,71193,1515427420
4606,NSR,info,71193,1515427420
4607,NSR,info,71193,1515427420
4608,NSR,info,71193,1515427420
4609,NSR,info,71193,1515427420
4610,NSR,info,71193,1515427420
4611,NSR,info,71193,1515427420
4612,NSR,info,71193,1515427420
4613,NSR,info,71193,1515427420
4614,NSR,info,71193,1515427420
4615,NSR,info,71193,1515427420
4616,NSR,info,71193,1515427420
4617,NSR,info,71193,1515427420
4618,NSR,info,71193,1515427420
4619,NSR,info,71193,1515427420
4620,NSR,info,71193,1515427420
4621,NSR,info,71193,1515427420
4622,NSR,info,71193,1515427420
4623,NSR,info,71193,1515427420
4624,NSR,info,71193,1515427420
4625,NSR,info,71193,1515427420
4626,NSR,info,71193,1515427420
4627,NSR,info,71193,1515427420
4628,NSR,info,71193,1515427420
4629,NSR,info,71193,1515427420
4630,NSR,info,71193,1515427420
4631,NSR,info,71193,1515427420
4632,NSR,info,71193,1515427420
4633,NSR,info,71193,1515427420
4634,NSR,info,71193,1515427420
4635,NSR,info,71193,1515427420
4636,NSR,info,71193,1515427420
4637,NSR,info,71193,1515427420
4638,NSR,info,71193,1515427420
4639,NSR,info,71193,1515427420
4640,NSR,info,71193,1515427420
4641,NSR,info,71193,1515427420
4642,NSR,info,71193,1515427420
4643,NSR,info,71193,1515427420
4644,NSR,info,71193,1515427420
4645,NSR,info,71193,1515427420
4646,NSR,info,71193,1515427420
4647,NSR,info,71193,1515427420
4648,NSR,info,71193,1515427420
4649,NSR,info,71193,1515427420
4650,NSR,info,71193,1515427420
4651,NSR,info,71193,1515427420
4652,NSR,info,71193,1515427420
4653,NSR,info,71193,1515427420
4654,NSR,info,71193,1515427420
4655,NSR,info,71193,1515427420
4656,NSR,info,71193,1515427420
4657,NSR,info,71193,1515427420
4658,NSR,info,71193,1515427420
4659,NSR,info,71193,1515427420
4660,NSR,info,71193,1515427420
4661,NSR,info,71193,1515427420
4662,NSR,info,71193,1515427420
4663,NSR,info,71193,1515427420
4664,NSR,info,71193,1515427420
4665,NSR,info,71193,1515427420
4666,NSR,info,71193,1515427420
4667,NSR,info,71193,1515427420
4668,NSR,info,71193,1515427420
4669,NSR,info,71193,1515427420
4670,NSR,info,71193,1515427420
4671,NSR,info,71193,1515427420
4672,NSR,info,71193,1515427420
4673,NSR,info,71193,1515427420
4674,NSR,info,71193,1515427420
4675,NSR,info,71193,1515427420
4676,NSR,info,71193,1515427420
4677,NSR,info,71193,1515427420
4678,NSR,info,71193,1515427420
4679,NSR,info,71193,1515427420
4680,NSR,info,71193,1515427420
4681,NSR,info,71193,1515427420
4682,NSR,info,71193,1515427420
4683,NSR,info,71193,1515427420
4684,NSR,info,71193,1515427420
4685,NSR,info,71193,1515427420
4686,NSR,info,71193,1515427420
4687,NSR,info,71193,1515427420
4688,NSR,info,71193,1515427420
4689,NSR,info,71193,1515427420
4690,NSR,info,71193,1515427420
4691,NSR,info,71193,1515427420
4692,NSR,info,71193,1515427420
4693,NSR,info,71193,1515427420
4694,NSR,info,71193,1515427420
4695,NSR,info,71193,1515427420
4696,NSR,info,71193,1515427420
4697,NSR,info,71193,1515427420
4698,NSR,info,71193,1515427420
4699,NSR,info,71193,1515427420
4700,NSR,info,71193,1515427420
4701,NSR,info,71193,1515427420
4702,NSR,info,71193,1515427420
4703,NSR,info,71193,1515427420
4704,NSR,info,71193,1515427420
4705,NSR,info,71193,1515427420
4706,NSR,info,71193,1515427420
4707,NSR,info,71193,1515427420
4708,NSR,info,71193,1515427420
4709,NSR,info,71193,1515427420
4710,NSR,info,71193,1515427420
4711,NSR,info,71193,1515427420
4712,NSR,info,71193,1515427420
4713,NSR,info,71193,1515427420
4714,NSR,info,71193,1515427420
4715,NSR,info,71193,1515427420
4716,NSR,info,71193,1515427420
4717,NSR,info,71193,1515427420
4718,NSR,info,71193,1515427420
4719,NSR,info,71193,1515427420
4720,NSR,info,71193,1515427420
4721,NSR,info,71193,1515427420
4722,NSR,info,71193,1515427420
4723,NSR,info,71193,1515427420
4724,NSR,info,71193,1515427420
4725,NSR,info,71193,1515427420
4726,NSR,info,71193,1515427420
4727,NSR,info,71193,1515427420
4728,NSR,info,71193,1515427420
4729,NSR,info,71193,1515427420
4730,NSR,info,71193,1515427420
4731,NSR,info,71193,1515427420
4732,NSR,info,71193,1515427420
4733,NSR,info,71193,1515427420
4734,NSR,info,71193,1515427420
4735,NSR,info,71193,1515427420
4736,NSR,info,71193,1515427420
4737,NSR,info,71193,1515427420
4738,NSR,info,71193,1515427420
4739,NSR,info,71193,1515427420
4740,NSR,info,71193,1515427420
4741,NSR,info,71193,1515427420
4742,NSR,info,71193,1515427420
4743,NSR,info,71193,1515427420
4744,NSR,info,71193,1515427420
4745,NSR,info,71193,1515427420
4746,NSR,info,71193,1515427420
4747,NSR,info,71193,1515427420
4748,NSR,info,71193,1515427420
4749,NSR,info,71193,1515427420
4750,NSR,info,71193,1515427420
4751,NSR,info,71193,1515427420
4752,NSR,info,71193,1515427420
4753,NSR,info,71193,1515427420
4754,NSR,info,71193,1515427420
4755,NSR,info,71193,1515427420
4756,NSR,info,71193,1515427420
4757,NSR,info,71193,1515427420
4758,NSR,info,71193,1515427420
4759,NSR,info,71193,1515427420
4760,NSR,info,71193,1515427420
4761,NSR,info,71193,1515427420
4762,NSR,info,71193,1515427420
4763,NSR,info,71193,1515427420
4764,NSR,info,71193,1515427420
4765,NSR,info,71193,1515427420
4766,NSR,info,71193,1515427420
4767,NSR,info,71193,1515427420
4768,NSR,info,71193,1515427420
4769,NSR,info,71193,1515427420
4770,NSR,info,71193,1515427420
4771,NSR,info,71193,1515427420
4772,NSR,info,71193,1515427420
4773,NSR,info,71193,1515427420
4774,NSR,info,71193,1515427420
4775,NSR,info,71193,1515427420
4776,NSR,info,71193,1515427420
4777,NSR,info,71193,1515427420
4778,NSR,info,71193,1515427420
4779,NSR,info,71193,1515427420
4780,NSR,info,71193,1515427420
4781,NSR,info,71193,1515427420
4782,NSR,info,71193,1515427420
4783,NSR,info,71193,1515427420
4784,NSR,info,71193,1515427420
4785,NSR,info,71193,1515427420
4786,NSR,info,71193,1515427420
4787,NSR,info,71193,1515427420
4788,NSR,info,71193,1515427420
4789,NSR,info,71193,1515427420
4790,NSR,info,71193,1515427420
4791,NSR,info,71193,1515427420
4792,NSR,info,71193,1515427420
4793,NSR,info,71193,1515427420
4794,NSR,info,71193,1515427420
4795,NSR,info,71193,1515427420
4796,NSR,info,71193,1515427420
4797,NSR,info,71193,1515427420
4798,NSR,info,71193,1515427420
4799,NSR,info,71193,1515427420
4800,NSR,info,71193,1515427420
4801,NSR,info,71193,1515427420
4802,NSR,info,71193,1515427420
4803,NSR,info,71193,1515427420
4804,NSR,info,71193,1515427420
4805,NSR,info,71193,1515427420
4806,NSR,info,71193,1515427420
4807,NSR,info,71193,1515427420
4808,NSR,info,71193,1515427420
4809,NSR,info,71193,1515427420
4810,NSR,info,71193,1515427420
4811,NSR,info,71193,1515427420
4812,NSR,info,71193,1515427420
4813,NSR,info,71193,1515427420
4814,NSR,info,71193,1515427420
4815,NSR,info,71193,1515427420
4816,NSR,info,71193,1515427420
4817,NSR,info,71193,1515427420
